CD_GEOCMU,API,SAPI
4114302,5ª DE,AD/5
4114906,5ª DE,15ª Bda Inf Mtz
4122172,5ª DE,15ª Bda Inf Mtz
4205159,5ª DE,14ª Bda Inf Mtz
4100905,5ª DE,15ª Bda Inf Mtz
4210605,5ª DE,14ª Bda Inf Mtz
4101507,5ª DE,15ª Bda Inf Mtz
4219358,5ª DE,14ª Bda Inf Mtz
4317905,3ª DE,1ª Bda C Mec
4202305,5ª DE,14ª Bda Inf Mtz
4307906,6ª DE,8ª Bda Inf Mtz
4118709,5ª DE,5ª Bda C Bld
4312658,3ª DE,AD/3
4216107,5ª DE,14ª Bda Inf Mtz
4307302,3ª DE,AD/3
4306007,3ª DE,1ª Bda C Mec
4121901,5ª DE,5ª Bda C Bld
4122651,5ª DE,15ª Bda Inf Mtz
4306320,3ª DE,1ª Bda C Mec
4310405,3ª DE,1ª Bda C Mec
4213708,5ª DE,14ª Bda Inf Mtz
4105102,5ª DE,15ª Bda Inf Mtz
4321303,3ª DE,6ª Bda Inf Bld
4120150,5ª DE,15ª Bda Inf Mtz
4113452,5ª DE,15ª Bda Inf Mtz
4320107,3ª DE,AD/3
4216909,5ª DE,14ª Bda Inf Mtz
4107124,5ª DE,15ª Bda Inf Mtz
4103602,5ª DE,5ª Bda C Bld
4218954,5ª DE,14ª Bda Inf Mtz
4300802,6ª DE,8ª Bda Inf Mtz
4301503,3ª DE,AD/3
4216057,5ª DE,14ª Bda Inf Mtz
4309803,3ª DE,AD/3
4212106,5ª DE,14ª Bda Inf Mtz
4316303,3ª DE,1ª Bda C Mec
4219150,5ª DE,14ª Bda Inf Mtz
4128807,5ª DE,15ª Bda Inf Mtz
4121406,5ª DE,15ª Bda Inf Mtz
4311981,6ª DE,8ª Bda Inf Mtz
4117255,5ª DE,15ª Bda Inf Mtz
4215703,5ª DE,14ª Bda Inf Mtz
4314027,3ª DE,6ª Bda Inf Bld
4116109,5ª DE,15ª Bda Inf Mtz
4119707,5ª DE,15ª Bda Inf Mtz
4102307,5ª DE,AD/5
4310876,3ª DE,6ª Bda Inf Bld
4125001,5ª DE,15ª Bda Inf Mtz
4219200,5ª DE,14ª Bda Inf Mtz
4300901,3ª DE,AD/3
4112959,5ª DE,15ª Bda Inf Mtz
4119806,5ª DE,15ª Bda Inf Mtz
4206108,5ª DE,14ª Bda Inf Mtz
4209409,5ª DE,14ª Bda Inf Mtz
4321402,3ª DE,1ª Bda C Mec
4205308,5ª DE,14ª Bda Inf Mtz
4123709,5ª DE,15ª Bda Inf Mtz
4208500,5ª DE,14ª Bda Inf Mtz
4322525,3ª DE,6ª Bda Inf Bld
4202875,5ª DE,14ª Bda Inf Mtz
4118105,5ª DE,15ª Bda Inf Mtz
4103354,5ª DE,15ª Bda Inf Mtz
4318606,6ª DE,8ª Bda Inf Mtz
4210852,5ª DE,14ª Bda Inf Mtz
4311700,3ª DE,AD/3
4322533,3ª DE,6ª Bda Inf Bld
4305173,6ª DE,8ª Bda Inf Mtz
4218103,5ª DE,14ª Bda Inf Mtz
4113403,5ª DE,5ª Bda C Bld
4208807,5ª DE,14ª Bda Inf Mtz
4309050,6ª DE,8ª Bda Inf Mtz
4200606,5ª DE,14ª Bda Inf Mtz
4206405,5ª DE,14ª Bda Inf Mtz
4300661,6ª DE,8ª Bda Inf Mtz
4212007,5ª DE,14ª Bda Inf Mtz
4112207,5ª DE,15ª Bda Inf Mtz
4300208,3ª DE,AD/3
4103479,5ª DE,15ª Bda Inf Mtz
4103305,5ª DE,15ª Bda Inf Mtz
4114203,5ª DE,15ª Bda Inf Mtz
4110953,5ª DE,15ª Bda Inf Mtz
4207809,5ª DE,14ª Bda Inf Mtz
4300505,3ª DE,AD/3
4115804,5ª DE,15ª Bda Inf Mtz
4110078,5ª DE,5ª Bda C Bld
4124400,5ª DE,15ª Bda Inf Mtz
4301206,3ª DE,6ª Bda Inf Bld
4128559,5ª DE,15ª Bda Inf Mtz
4107546,5ª DE,15ª Bda Inf Mtz
4313102,3ª DE,6ª Bda Inf Bld
4124020,5ª DE,15ª Bda Inf Mtz
4116059,5ª DE,15ª Bda Inf Mtz
4312104,3ª DE,6ª Bda Inf Bld
4300307,3ª DE,1ª Bda C Mec
4123808,5ª DE,15ª Bda Inf Mtz
4322707,3ª DE,6ª Bda Inf Bld
4214409,5ª DE,5ª Bda C Bld
4121109,5ª DE,15ª Bda Inf Mtz
4111258,5ª DE,AD/5
4120655,5ª DE,15ª Bda Inf Mtz
4108320,5ª DE,15ª Bda Inf Mtz
4125803,5ª DE,15ª Bda Inf Mtz
4103206,5ª DE,15ª Bda Inf Mtz
4127205,5ª DE,15ª Bda Inf Mtz
4309951,3ª DE,6ª Bda Inf Bld
4314068,3ª DE,6ª Bda Inf Bld
4112900,5ª DE,5ª Bda C Bld
4217501,5ª DE,14ª Bda Inf Mtz
4322301,3ª DE,1ª Bda C Mec
4123006,5ª DE,15ª Bda Inf Mtz
4201406,5ª DE,14ª Bda Inf Mtz
4128609,5ª DE,15ª Bda Inf Mtz
4212700,5ª DE,14ª Bda Inf Mtz
4210209,5ª DE,14ª Bda Inf Mtz
4108700,5ª DE,15ª Bda Inf Mtz
4218707,5ª DE,14ª Bda Inf Mtz
4128708,5ª DE,15ª Bda Inf Mtz
4125308,5ª DE,15ª Bda Inf Mtz
4214904,5ª DE,14ª Bda Inf Mtz
4127957,5ª DE,15ª Bda Inf Mtz
4106852,5ª DE,15ª Bda Inf Mtz
4309902,6ª DE,8ª Bda Inf Mtz
4315404,3ª DE,1ª Bda C Mec
4107157,5ª DE,15ª Bda Inf Mtz
4316006,6ª DE,8ª Bda Inf Mtz
4125753,5ª DE,15ª Bda Inf Mtz
4320206,3ª DE,AD/3
4309407,6ª DE,8ª Bda Inf Mtz
4304713,6ª DE,8ª Bda Inf Mtz
4104105,5ª DE,5ª Bda C Bld
4103008,5ª DE,15ª Bda Inf Mtz
4211603,5ª DE,14ª Bda Inf Mtz
4315958,3ª DE,1ª Bda C Mec
4219176,5ª DE,14ª Bda Inf Mtz
4313201,6ª DE,8ª Bda Inf Mtz
4314555,3ª DE,1ª Bda C Mec
4202701,5ª DE,14ª Bda Inf Mtz
4124509,5ª DE,15ª Bda Inf Mtz
4106209,5ª DE,AD/5
4214003,5ª DE,14ª Bda Inf Mtz
4101002,5ª DE,15ª Bda Inf Mtz
4300059,3ª DE,AD/3
4322806,6ª DE,8ª Bda Inf Mtz
4124905,5ª DE,15ª Bda Inf Mtz
4309506,3ª DE,1ª Bda C Mec
4219705,5ª DE,14ª Bda Inf Mtz
4209805,5ª DE,14ª Bda Inf Mtz
4320354,6ª DE,8ª Bda Inf Mtz
4212056,5ª DE,14ª Bda Inf Mtz
4213807,5ª DE,14ª Bda Inf Mtz
4305603,3ª DE,AD/3
4109807,5ª DE,15ª Bda Inf Mtz
4308904,3ª DE,AD/3
4214300,5ª DE,14ª Bda Inf Mtz
4208203,5ª DE,14ª Bda Inf Mtz
4117453,5ª DE,15ª Bda Inf Mtz
4204905,5ª DE,14ª Bda Inf Mtz
4307815,3ª DE,6ª Bda Inf Bld
4307203,3ª DE,AD/3
4114104,5ª DE,15ª Bda Inf Mtz
4215059,5ª DE,14ª Bda Inf Mtz
4315107,3ª DE,1ª Bda C Mec
4103370,5ª DE,15ª Bda Inf Mtz
4202909,5ª DE,14ª Bda Inf Mtz
4208401,5ª DE,14ª Bda Inf Mtz
4107553,5ª DE,15ª Bda Inf Mtz
4120002,5ª DE,15ª Bda Inf Mtz
4112801,5ª DE,5ª Bda C Bld
4218004,5ª DE,14ª Bda Inf Mtz
4216701,5ª DE,14ª Bda Inf Mtz
4214201,5ª DE,14ª Bda Inf Mtz
4302105,6ª DE,8ª Bda Inf Mtz
4305850,3ª DE,AD/3
4303806,3ª DE,AD/3
4308201,6ª DE,8ª Bda Inf Mtz
4115358,5ª DE,15ª Bda Inf Mtz
4305504,3ª DE,AD/3
4301404,3ª DE,6ª Bda Inf Bld
4304903,3ª DE,AD/3
4117008,5ª DE,5ª Bda C Bld
4209607,5ª DE,14ª Bda Inf Mtz
4104600,5ª DE,15ª Bda Inf Mtz
4314076,3ª DE,6ª Bda Inf Bld
4302451,3ª DE,6ª Bda Inf Bld
4104253,5ª DE,AD/5
4126603,5ª DE,5ª Bda C Bld
4315313,3ª DE,AD/3
4321907,3ª DE,1ª Bda C Mec
4321956,3ª DE,AD/3
4322905,3ª DE,AD/3
4108205,5ª DE,15ª Bda Inf Mtz
4123402,5ª DE,15ª Bda Inf Mtz
4300471,3ª DE,AD/3
4206504,5ª DE,14ª Bda Inf Mtz
4103453,5ª DE,15ª Bda Inf Mtz
4217600,5ª DE,14ª Bda Inf Mtz
4308508,3ª DE,AD/3
4322327,6ª DE,8ª Bda Inf Mtz
4303301,3ª DE,1ª Bda C Mec
4313300,6ª DE,8ª Bda Inf Mtz
4323754,3ª DE,1ª Bda C Mec
4211256,5ª DE,14ª Bda Inf Mtz
4301701,3ª DE,AD/3
4117107,5ª DE,15ª Bda Inf Mtz
4315156,3ª DE,6ª Bda Inf Bld
4319000,6ª DE,8ª Bda Inf Mtz
4214805,5ª DE,14ª Bda Inf Mtz
4320552,6ª DE,8ª Bda Inf Mtz
4207684,5ª DE,14ª Bda Inf Mtz
4304408,6ª DE,8ª Bda Inf Mtz
4210050,5ª DE,5ª Bda C Bld
4210001,5ª DE,14ª Bda Inf Mtz
4219002,5ª DE,14ª Bda Inf Mtz
4321667,6ª DE,8ª Bda Inf Mtz
4306734,3ª DE,1ª Bda C Mec
4313334,3ª DE,AD/3
4124053,5ª DE,15ª Bda Inf Mtz
4312450,6ª DE,8ª Bda Inf Mtz
4316204,3ª DE,AD/3
4119103,5ª DE,5ª Bda C Bld
4315008,3ª DE,1ª Bda C Mec
4103057,5ª DE,15ª Bda Inf Mtz
4305454,6ª DE,8ª Bda Inf Mtz
4207106,5ª DE,14ª Bda Inf Mtz
4123956,5ª DE,15ª Bda Inf Mtz
4111209,5ª DE,15ª Bda Inf Mtz
4320263,3ª DE,6ª Bda Inf Bld
4106704,5ª DE,15ª Bda Inf Mtz
4214607,5ª DE,14ª Bda Inf Mtz
4304309,3ª DE,1ª Bda C Mec
4207700,5ª DE,14ª Bda Inf Mtz
4300703,3ª DE,6ª Bda Inf Bld
4206900,5ª DE,14ª Bda Inf Mtz
4208450,5ª DE,14ª Bda Inf Mtz
4311601,3ª DE,AD/3
4203907,5ª DE,14ª Bda Inf Mtz
4315750,6ª DE,8ª Bda Inf Mtz
4124004,5ª DE,5ª Bda C Bld
4309100,6ª DE,8ª Bda Inf Mtz
4125902,5ª DE,15ª Bda Inf Mtz
4307054,3ª DE,AD/3
4209003,5ª DE,14ª Bda Inf Mtz
4112751,5ª DE,15ª Bda Inf Mtz
4108957,5ª DE,5ª Bda C Bld
4323200,3ª DE,AD/3
4312138,3ª DE,AD/3
4320909,3ª DE,AD/3
4204608,5ª DE,14ª Bda Inf Mtz
4218806,5ª DE,14ª Bda Inf Mtz
4128658,5ª DE,15ª Bda Inf Mtz
4108007,5ª DE,15ª Bda Inf Mtz
4304952,6ª DE,8ª Bda Inf Mtz
4111100,5ª DE,15ª Bda Inf Mtz
4107850,5ª DE,15ª Bda Inf Mtz
4200051,5ª DE,14ª Bda Inf Mtz
4321477,3ª DE,1ª Bda C Mec
4121356,5ª DE,15ª Bda Inf Mtz
4315552,3ª DE,AD/3
4304804,6ª DE,8ª Bda Inf Mtz
4102802,5ª DE,15ª Bda Inf Mtz
4107108,5ª DE,15ª Bda Inf Mtz
4201208,5ª DE,14ª Bda Inf Mtz
4118907,5ª DE,15ª Bda Inf Mtz
4204400,5ª DE,14ª Bda Inf Mtz
4101853,5ª DE,15ª Bda Inf Mtz
4121257,5ª DE,15ª Bda Inf Mtz
4217204,5ª DE,14ª Bda Inf Mtz
4113601,5ª DE,15ª Bda Inf Mtz
4207007,5ª DE,14ª Bda Inf Mtz
4108452,5ª DE,15ª Bda Inf Mtz
4200804,5ª DE,14ª Bda Inf Mtz
4314704,3ª DE,AD/3
4128401,5ª DE,5ª Bda C Bld
4304101,3ª DE,6ª Bda Inf Bld
4311908,3ª DE,AD/3
4309605,3ª DE,1ª Bda C Mec
4313409,6ª DE,8ª Bda Inf Mtz
4115309,5ª DE,15ª Bda Inf Mtz
4101101,5ª DE,5ª Bda C Bld
4305447,6ª DE,8ª Bda Inf Mtz
4107702,5ª DE,15ª Bda Inf Mtz
4303707,3ª DE,1ª Bda C Mec
4315354,3ª DE,6ª Bda Inf Bld
4306429,3ª DE,AD/3
4217105,5ª DE,14ª Bda Inf Mtz
4214102,5ª DE,14ª Bda Inf Mtz
4319307,3ª DE,1ª Bda C Mec
4316436,3ª DE,AD/3
4120358,5ª DE,15ª Bda Inf Mtz
4119509,5ª DE,AD/5
4313375,6ª DE,8ª Bda Inf Mtz
4115002,5ª DE,15ª Bda Inf Mtz
4304002,3ª DE,1ª Bda C Mec
4305355,6ª DE,8ª Bda Inf Mtz
4322152,3ª DE,6ª Bda Inf Bld
4309159,3ª DE,6ª Bda Inf Bld
4100103,5ª DE,5ª Bda C Bld
4126009,5ª DE,5ª Bda C Bld
4321832,6ª DE,8ª Bda Inf Mtz
4215208,5ª DE,14ª Bda Inf Mtz
4313425,3ª DE,1ª Bda C Mec
4306353,3ª DE,1ª Bda C Mec
4124608,5ª DE,15ª Bda Inf Mtz
4206702,5ª DE,14ª Bda Inf Mtz
4204707,5ª DE,14ª Bda Inf Mtz
4219606,5ª DE,14ª Bda Inf Mtz
4119202,5ª DE,5ª Bda C Bld
4115903,5ª DE,15ª Bda Inf Mtz
4305439,6ª DE,8ª Bda Inf Mtz
4114351,5ª DE,15ª Bda Inf Mtz
4312906,6ª DE,8ª Bda Inf Mtz
4202800,5ª DE,14ª Bda Inf Mtz
4213203,5ª DE,14ª Bda Inf Mtz
4211801,5ª DE,14ª Bda Inf Mtz
4310702,3ª DE,AD/3
4101655,5ª DE,15ª Bda Inf Mtz
4203204,5ª DE,14ª Bda Inf Mtz
4315800,3ª DE,6ª Bda Inf Bld
4126108,5ª DE,15ª Bda Inf Mtz
4124202,5ª DE,15ª Bda Inf Mtz
4120309,5ª DE,5ª Bda C Bld
4310652,6ª DE,8ª Bda Inf Mtz
4120200,5ª DE,15ª Bda Inf Mtz
4312203,3ª DE,AD/3
4204152,5ª DE,14ª Bda Inf Mtz
4315206,3ª DE,6ª Bda Inf Bld
4200200,5ª DE,14ª Bda Inf Mtz
4205209,5ª DE,14ª Bda Inf Mtz
4321493,3ª DE,6ª Bda Inf Bld
4201901,5ª DE,14ª Bda Inf Mtz
4206652,5ª DE,14ª Bda Inf Mtz
4217303,5ª DE,14ª Bda Inf Mtz
4116950,5ª DE,15ª Bda Inf Mtz
4303202,6ª DE,8ª Bda Inf Mtz
4317756,3ª DE,AD/3
4308706,3ª DE,AD/3
4113007,5ª DE,15ª Bda Inf Mtz
4109203,5ª DE,15ª Bda Inf Mtz
4305801,3ª DE,AD/3
4215604,5ª DE,14ª Bda Inf Mtz
4119004,5ª DE,15ª Bda Inf Mtz
4302584,3ª DE,AD/3
4115507,5ª DE,15ª Bda Inf Mtz
4211009,5ª DE,14ª Bda Inf Mtz
4316733,3ª DE,AD/3
4111001,5ª DE,5ª Bda C Bld
4216305,5ª DE,14ª Bda Inf Mtz
4117222,5ª DE,15ª Bda Inf Mtz
4305371,3ª DE,AD/3
4207650,5ª DE,14ª Bda Inf Mtz
4106100,5ª DE,5ª Bda C Bld
4309753,3ª DE,6ª Bda Inf Bld
4119954,5ª DE,AD/5
4118006,5ª DE,15ª Bda Inf Mtz
4209904,5ª DE,14ª Bda Inf Mtz
4204004,5ª DE,14ª Bda Inf Mtz
4313391,3ª DE,6ª Bda Inf Bld
4115853,5ª DE,15ª Bda Inf Mtz
4302154,3ª DE,AD/3
4109104,5ª DE,15ª Bda Inf Mtz
4122909,5ª DE,5ª Bda C Bld
4313037,3ª DE,1ª Bda C Mec
4105805,5ª DE,AD/5
4113759,5ª DE,15ª Bda Inf Mtz
4103222,5ª DE,15ª Bda Inf Mtz
4211058,5ª DE,14ª Bda Inf Mtz
4323101,3ª DE,AD/3
4100400,5ª DE,AD/5
4215075,5ª DE,14ª Bda Inf Mtz
4107405,5ª DE,15ª Bda Inf Mtz
4100301,5ª DE,5ª Bda C Bld
4219853,5ª DE,14ª Bda Inf Mtz
4210803,5ª DE,14ª Bda Inf Mtz
4303400,3ª DE,AD/3
4321709,6ª DE,8ª Bda Inf Mtz
4209854,5ª DE,14ª Bda Inf Mtz
4307807,3ª DE,6ª Bda Inf Bld
4211850,5ª DE,14ª Bda Inf Mtz
4113106,5ª DE,15ª Bda Inf Mtz
4122800,5ª DE,15ª Bda Inf Mtz
4110300,5ª DE,15ª Bda Inf Mtz
4310579,3ª DE,6ª Bda Inf Bld
4304689,6ª DE,8ª Bda Inf Mtz
4126702,5ª DE,15ª Bda Inf Mtz
4216404,5ª DE,14ª Bda Inf Mtz
4218509,5ª DE,14ª Bda Inf Mtz
4308854,3ª DE,AD/3
4205456,5ª DE,14ª Bda Inf Mtz
4107801,5ª DE,15ª Bda Inf Mtz
4207304,5ª DE,14ª Bda Inf Mtz
4122701,5ª DE,15ª Bda Inf Mtz
4120101,5ª DE,5ª Bda C Bld
4110904,5ª DE,15ª Bda Inf Mtz
4323408,3ª DE,AD/3
4109005,5ª DE,5ª Bda C Bld
4112306,5ª DE,5ª Bda C Bld
4313607,3ª DE,AD/3
4321006,3ª DE,AD/3
4321451,3ª DE,6ª Bda Inf Bld
4208609,5ª DE,14ª Bda Inf Mtz
4112108,5ª DE,15ª Bda Inf Mtz
4321857,3ª DE,AD/3
4322103,3ª DE,1ª Bda C Mec
4310504,3ª DE,AD/3
4212239,5ª DE,14ª Bda Inf Mtz
4310900,3ª DE,AD/3
4205100,5ª DE,14ª Bda Inf Mtz
4103404,5ª DE,15ª Bda Inf Mtz
4116406,5ª DE,15ª Bda Inf Mtz
4320305,3ª DE,AD/3
4215307,5ª DE,14ª Bda Inf Mtz
4125456,5ª DE,15ª Bda Inf Mtz
4305207,3ª DE,1ª Bda C Mec
4120804,5ª DE,AD/5
4306304,3ª DE,AD/3
4310538,3ª DE,6ª Bda Inf Bld
4314159,3ª DE,6ª Bda Inf Bld
4305959,6ª DE,8ª Bda Inf Mtz
4315172,6ª DE,8ª Bda Inf Mtz
4201505,5ª DE,14ª Bda Inf Mtz
4203105,5ª DE,14ª Bda Inf Mtz
4206306,5ª DE,14ª Bda Inf Mtz
4300455,3ª DE,1ª Bda C Mec
4308003,3ª DE,6ª Bda Inf Bld
4122107,5ª DE,15ª Bda Inf Mtz
4319109,3ª DE,1ª Bda C Mec
4103156,5ª DE,15ª Bda Inf Mtz
4318424,3ª DE,AD/3
4117404,5ª DE,15ª Bda Inf Mtz
4308607,6ª DE,8ª Bda Inf Mtz
4210506,5ª DE,14ª Bda Inf Mtz
4102604,5ª DE,15ª Bda Inf Mtz
4118303,5ª DE,15ª Bda Inf Mtz
4308250,3ª DE,AD/3
4312443,6ª DE,8ª Bda Inf Mtz
4126652,5ª DE,15ª Bda Inf Mtz
4320602,3ª DE,AD/3
4306130,3ª DE,AD/3
4219101,5ª DE,14ª Bda Inf Mtz
4206207,5ª DE,14ª Bda Inf Mtz
4117503,5ª DE,15ª Bda Inf Mtz
4208005,5ª DE,14ª Bda Inf Mtz
4320404,6ª DE,8ª Bda Inf Mtz
4305871,3ª DE,AD/3
4218400,5ª DE,14ª Bda Inf Mtz
4321501,6ª DE,8ª Bda Inf Mtz
4314803,6ª DE,8ª Bda Inf Mtz
4217402,5ª DE,14ª Bda Inf Mtz
4216255,5ª DE,14ª Bda Inf Mtz
4305132,3ª DE,6ª Bda Inf Bld
4121307,5ª DE,5ª Bda C Bld
4207759,5ª DE,14ª Bda Inf Mtz
4216008,5ª DE,14ª Bda Inf Mtz
4124301,5ª DE,5ª Bda C Bld
4311734,6ª DE,8ª Bda Inf Mtz
4212403,5ª DE,14ª Bda Inf Mtz
4301008,3ª DE,6ª Bda Inf Bld
4112405,5ª DE,15ª Bda Inf Mtz
4106555,5ª DE,15ª Bda Inf Mtz
4110003,5ª DE,15ª Bda Inf Mtz
4106571,5ª DE,15ª Bda Inf Mtz
4205555,5ª DE,14ª Bda Inf Mtz
4310462,3ª DE,AD/3
4301552,3ª DE,AD/3
4218350,5ª DE,14ª Bda Inf Mtz
4103800,5ª DE,15ª Bda Inf Mtz
4312674,3ª DE,AD/3
4306205,3ª DE,6ª Bda Inf Bld
4117297,5ª DE,15ª Bda Inf Mtz
4215356,5ª DE,14ª Bda Inf Mtz
4206801,5ª DE,14ª Bda Inf Mtz
4207601,5ª DE,14ª Bda Inf Mtz
4319703,3ª DE,AD/3
4112702,5ª DE,5ª Bda C Bld
4306973,3ª DE,AD/3
4323358,3ª DE,AD/3
4107900,5ª DE,15ª Bda Inf Mtz
4215653,5ª DE,14ª Bda Inf Mtz
4203709,5ª DE,14ª Bda Inf Mtz
4219408,5ª DE,14ª Bda Inf Mtz
4313359,6ª DE,8ª Bda Inf Mtz
4211652,5ª DE,14ª Bda Inf Mtz
4312757,3ª DE,6ª Bda Inf Bld
4216602,5ª DE,14ª Bda Inf Mtz
4216354,5ª DE,14ª Bda Inf Mtz
4120408,5ª DE,15ª Bda Inf Mtz
4126272,5ª DE,15ª Bda Inf Mtz
